ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Kokama-8_adamsapple-1,1461,Kokama,8_adamsapple,uɾuɾu,uɾuɾu,u ɾ u ɾ u,,Lundgren2020,,,,
Tupinamba-876_indian-1,1642,Tupinamba,876_indian,aβá,aβá,a β á,,Lundgren2020,,,,
Tupinamba-876_indian-2,1815,Tupinamba,876_indian,apɨaβa,apɨaβa,a p ɨ a β a,,Lundgren2020,,,,
Tupinamba-877_indianfromanothergroup-1,3038,Tupinamba,877_indianfromanothergroup,tapɨɨia,tapɨɨia,t a p ɨ ʔ ɨ j a,,Lundgren2020,,,,
Tupinamba-878_indianwoman-1,2053,Tupinamba,878_indianwoman,kuɲã,kuɲã,k u ɲ ã,,Lundgren2020,,,,
Omagua-1119_none-1,732,Omagua,1119_none,jusuka,jusuka,j u s u k a,,Lundgren2020,,,,
Kokama-1119_none-1,1320,Kokama,1119_none,tsapu,tsapu,ts a p u,,Lundgren2020,,,,
Kokama-1119_none-2,1619,Kokama,1119_none,jatɨka,jatɨka,j a t ɨ k a,,Lundgren2020,,,,
Kokama-1119_none-3,1620,Kokama,1119_none,kawiɾi,kawiɾi,k a w i ɾ i,,Lundgren2020,,,,
Tupinamba-1119_none-1,1968,Tupinamba,1119_none,kanindé,kanindé,k a n i nd é,,Lundgren2020,,,,
Tupinamba-1119_none-2,3274,Tupinamba,1119_none,ɨβɨ́ɾi,ɨβɨ́ɾi,ɨ β ɨ́ ɾ i,,Lundgren2020,,,,
Tupinamba-1119_none-3,3275,Tupinamba,1119_none,koka,koka,k o k a,,Lundgren2020,,,,
Tupinamba-1119_none-4,3276,Tupinamba,1119_none,apina,apina,a p i n a,,Lundgren2020,,,,
Tupinamba-1119_none-5,3277,Tupinamba,1119_none,ɾoɨsaNa,ɾoɨsaNa,ɾ o ɨ s a ɴ a,,Lundgren2020,,,,
Tupinamba-1119_none-6,3279,Tupinamba,1119_none,aβɨkɨ,aβɨkɨ,a β ɨ k ɨ,,Lundgren2020,,,,
Tupinamba-1119_none-7,3280,Tupinamba,1119_none,pokoka,pokoka,p o k o k a,,Lundgren2020,,,,
Tupinamba-1119_none-8,3281,Tupinamba,1119_none,pɨtɨma,pɨtɨma,p ɨ t ɨ m a,,Lundgren2020,,,,
Tupinamba-1119_none-9,3282,Tupinamba,1119_none,pi,pi,p i,,Lundgren2020,,,,
Tupinamba-1119_none-10,3283,Tupinamba,1119_none,atɨká,atɨká,a t ɨ k á,,Lundgren2020,,,,
Tupinamba-1119_none-11,3284,Tupinamba,1119_none,soʔó,soʔó,s o ʔ ó,,Lundgren2020,,,,
Tupinamba-1119_none-12,3285,Tupinamba,1119_none,jaβoti,jaβoti,j a β o t i,,Lundgren2020,,,,
Tupinamba-1119_none-13,3286,Tupinamba,1119_none,pɨsaɾé,pɨsaɾé,p ɨ s a ɾ é,,Lundgren2020,,,,
Tupinamba-1119_none-14,3287,Tupinamba,1119_none,mboapɨ,mboapɨ,mb o a p ɨ,,Lundgren2020,,,,
Tupinamba-1119_none-15,3288,Tupinamba,1119_none,aɲasɨ,aɲasɨ,a ɲ a s ɨ,,Lundgren2020,,,,
Tupinamba-1119_none-16,3289,Tupinamba,1119_none,popjaβa,popjaβa,p o p j a β a,,Lundgren2020,,,,
Omagua-1210_pitheciasppespeciallypitheciamonachusmonksakimonjey-1,322,Omagua,1210_pitheciasppespeciallypitheciamonachusmonksakimonjey,paɾawaku,paɾawaku,p a ɾ a w a k u,,Lundgren2020,,,,
